번호,의안명,제안자,제안일자,소관 위원회,위원회 회부일,위원회 의결일(상정일),위원회 처리결과,제안회기,본회의 의결일(상정일),본회의 처리결과,집행부 이송일,공포일자,공포번호,,,
133,서울특별시광진구폐기물관리조례중개정조례안,청소행정과,2000-04-27,복지건설,2000-04-28,2000-05-03,없음,제44회 임시회,2000-05-04,원안가결,2000-05-08,2000.05.24,없음,,,
134,서울특별시광진구음식물쓰레기수집·운반및재활용촉진을위한조례중개정조례안,청소행정과,2000-04-27,복지건설,2000-04-28,2000-05-03,없음,제44회 임시회,2000-05-04,위원회부결,2000-05-08,없음,없음,,,
135,2000년도행정사무감사계획안,행감특별위원장,없음,행정사무특별위원회,없음,없음,없음,재45회 제1차 정례회,2000-05-30,원안가결,없음,없음,없음,,,
136,서울특별시광진구의회회의규칙중개정규칙안,나종한의원외5인,2000-05-02,의회운영,2000-05-02,2000-05-04,없음,제44회 임시회,2000-05-04,원안가결,2000-05-08,2000-05-08,없음,,,
137,서울특별시광진구의회위원회조례중개정조례안,나종한의원외4인,2000-05-02,의회운영,2000-05-02,2000-05-04,없음,제44회 임시회,2000-05-04,원안가결,2000-05-08,2000.05.24,없음,,,
138,워커힐관광호텔건축특례지역지정범위확대반대결의안발의,유승주의원외9인,2000-05-04,없음,없음,없음,없음,제44회 임시회,2000-05-04,의견채택,2000-05-08,없음,없음,,,
139,1999년도일반·특별회계예비비사용승인안,기획공보과,2000-06-03,본회의,없음,없음,없음,재45회 제1차 정례회,2000-06-15,승 인,없음,없음,없음,,,
140,광진구청장및관계공무원출석요구안,김선갑의원외3인,2000-06-13,없음,없음,없음,없음,재45회 제1차 정례회,없음,없음,없음,없음,없음,,,
141,99회계년도일반·특별회계세입·세출결산승인안,재무과,2000-06-13,의회운영기획행정복지건설,2000-06-16,2000-06-27,없음,재45회 제1차 정례회,2000-06-30,원안가결,2000-06-30,없음,없음,,,
142,광진구의회 임시회 소집요구,김선갑의원외6인,2000-06-30,없음,없음,없음,없음,재45회 제1차 정례회,없음,없음,없음,없음,없음,,,
143,중곡지구지구단위계획구역내용도지역변경결정에관한의견청취의건,도시개발과,2000-08-12,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
144,화양지구지구단위계획구역내용도지역변경결정에관한의견청취의건,도시개발과,2000-08-12,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
145,구의지구지구단위계획구역내용도지역변경결정에관한의견청취의건,도시개발과,2000-08-12,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
146,중곡지구지구단위계획구역및지구단위계획결정에관한의견청취의건,도시개발과,2000-08-12,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
147,화양지구지구단위계획구역및지구단위계획결정에관한의견청취의건,도시개발과,2000-08-12,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
148,구의지구지구단위계획구역및지구단위계획결정에관한의견청취의건,도시개발과,2000-08-12,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
149,2000년도제2회일반·특별회계세입·세출추가경정예산안,기획공보과,2000-08-17,의회운영기획행정복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,수정가결,2000-10-16,없음,없음,,,
150,2000년도제6차~제19차일반·특별회계세입·세출예산간주처리내역보고,기획공보과,2000-08-22,없음,없음,없음,없음,제48회 임시회,2000-10-11,보 고,없음,없음,없음,,,
151,2001중기재정계획보고안,기획공보과,2000-08-22,없음,없음,없음,없음,제48회 임시회,2000-10-11,보 고,없음,없음,없음,,,
152,건대입구지구단위계획구역내용도지역변경절정에관한의견청취의건,도시개발과,2000-08-18,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
153,능동로지구단위계획구역내용도지역변경결정에관한의견청취의건,도시개발과,2000-08-18,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
154,건대입구지구단위계획구역및지구단위계획결정에관한의견청취의건,도시개발과,2000-08-18,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
155,능동로지구단위계획구역및단위계획결정에관한의견청취의건,도시개발과,2000-08-18,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
156,서울특별시광진구정보화촉진조례중개정조례안,민원정보과,2000-08-21,기획행정,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
157,서울특별시광진구제2의건국범국민추진위원회설치조례중개정조례안,총무과,2000-08-22,기획행정,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
158,서울특별시광진구세감면조례중개정조례안,세무1과,2000-08-22,기획행정,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
159,서울특별시광진구수수료징수조례중개정조례안,세무1과,2000-08-22,기획행정,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
160,서울특별시광진구보건소수가조례중개정조례안,보건행정과,2000-08-22,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
161,2000년도광진구구유재산관리계획변경안,재무과,2000-08-24,기획행정,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,없음,없음,,,
162,서울특별시광진구복지기금설치및운용조례중개정조례안,가정복지과,2000-08-28,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
163,서울특별시광진구사회복지시설등설치및위탁운영에관한조례중개정조례안,가정복지과,2000-08-28,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
164,서울특별시광진구독서실시설이용에대한사용료징수조례중개정조례안,가정복지과,2000-08-26,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
165,광장동(천호대로남측)도시계획결정및변경결정에관한의견청취의건,도시개발과,2000-08-29,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,의견채택,2000-10-16,없음,없음,,,
166,서울특별시광진구통·반설치조례중개정조례안,총무과,2000-08-28,기획행정,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
167,서울특별시광진구폐기물관리조례중개정조례안,청소행정과,2000-08-28,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
168,서울특별시광진구도로점용허가및점용료등징수조례중개정조례안,도로관리과,2000-08-28,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
169,서울특별시광진구사무위임조례중개정조례안,기획공보과,2000-08-28,기획행정,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.30,없음,,,
170,서울특별시광진구행정기구설치조례중개정조례안,총무과,2000-08-28,기획행정,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,원안가결,2000-10-16,2000.10.25,없음,,,
170-3,능동로지구단위계획구역및단위계획백지화요구에관한청원,나종한의원,2000-09-05,복지건설,2000-10-06,2000-10-14,없음,제48회 임시회,2000-10-14,구청장에게위임,2000-10-16,없음,없음,,,
171,광진구의회 임시회 소집요구,기획공보과,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
172,김선갑부의장불신임안,김기섭의원외6인,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
173,최동민의원 징계동의 요구안,김기섭의원외6인,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
174,"신일용,오재천,유승주,윤호영,허운회의원징계동의요구",김선갑의원외4인,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
175,김선갑부의장불신임안철회요구,김기섭의원외6인,2000-10-11,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
176,최동민의원 징계동의안 철회요구,김기섭의원외6인,2000-10-11,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
177,"신일용,오재천,유승주,윤호영,허운회의원징계동의안철회요구",김선갑의원외4인,2000-10-11,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
178,2001회계년도기금운용계획안,기획공보과,2000-11-20,기획행정,2000-12-07,2000-12-13,없음,제50회 임시회,2000-12-21,원안가결,2000-12-21,없음,없음,,,
179,서울특별시광진구물품관리조례중개정조례안,재무과,2000-11-17,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
180,서울특별시광진구수입증지조례중개정조례안,재무과,2000-11-17,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-29,원안가결,2000-12-19,2001.01.08,없음,,,
181,서울특별시광진구도시계획위원회조례중개정조례안,도시개발과,2000-11-18,복지건설,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-29,원안가결,2000-12-19,2001.01.08,없음,,,
182,서울특별시광진구감면조례중개정조례안,세무1과,2000-11-30,기획행정,2000-12-20,2000-12-20,없음,제50회 임시회,2000-12-21,원안가결,2000-12-21,2000.12.30,없음,,,
183,서울특별시광진구의회정례회의운영에관한조례중개정조례안,오재중의원외3인,2000-11-20,의회운영,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
184,서울특별시광진구사회복지위원회설치및운영조례안,가정복지과,2000-11-24,복지건설,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
185,2001년도일반·특별회계세입·세출예산안,기획공보과,2000-11-20,의회운영기획행정복지건설,2000-12-07,2000-12-13,없음,제50회 임시회,2000-12-21,수정가결,2000-12-21,없음,없음,,,
186,2001년도광진구구유재산관리계획안,재무과,2000-11-22,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,없음,없음,,,
187,서울특별시광진구의료보호기금특별회계설치및운용조례중개정조례안,가정복지과,2000-11-21,복지건설,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
188,서울특별시광진구주민소득지원및생활안정기금운용관리조례중개정조례안,사회문화과,2000-11-22,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
189,2000년도제20차~제22차간주처리내역보고안,기획공보과,2000-11-23,없음,없음,없음,없음,없음,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
190,서울특별시광진구구세조례중개정조례안,세무1과,2000-11-24,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
191,서울특별시광진구수수료징수조례중개정조례안,세무1과,2000-11-25,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
192,서울특별시광진구주차장설치및관리조례중개정조례안,교통지도과,2000-11-25,복지건설,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
193,서울특별시광진구새마을장학금지급조례중개정조례안,사회문화과,2000-11-25,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
194,서울특별시광진구식품진흥기금조례안,환경위생과,2000-11-25,복지건설,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
195,서울특별시광진구통장자녀장학금지급조례중개정조례안,총무과,2000-11-25,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
196,서울특별시광진구보조금관리조례중개정조례안,기획공보과,2000-11-25,기획행정,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
197,서울특별시광진구도로점용허가및점용료등징수조례중개정조례안,건설행정과,2000-11-25,복지건설,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
198,서울특별시광진구부동산중개업분쟁조정위원회운영에관한조례중폐지조례안,지적과,2000-11-30,복지건설,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
199,서울특별시광진구폐기물관리조례중개정조례안,청소행정과,2000-11-25,복지건설,2000-12-07,2000-12-13,없음,제49회제2차정례회,2000-12-19,원안가결,2000-12-19,2001.01.08,없음,,,
200,오재중의원 징계동의요구안,윤호영,2000-12-16,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
201,오재중의원 징계동의요구안 철회요구안,윤호영,2000-12-21,없음,없음,없음,없음,없음,없음,없음,없음,없음,없음,,,
202,서울특별시광진구지방공무원정원조례중개정조례안,총무과,2001-02-20,기획행정,2001-03-05,2001-03-13,없음,제51회 임시회,2001-03-14,원안가결,2001-03-14,2001.04.02,없음,,,
203,서울특별시광진구사무위임조례중개정조례안,기획공보과,2001-02-20,기획행정,2001-03-05,2001-03-13,없음,제51회 임시회,2001-03-14,원안가결,2001-03-14,2001.04.02,없음,,,
204,서울특별시광진구주차장설치및관리조례중개정조례안,교통지도과,2001-02-28,복지건설,2001-03-05,2001-03-13,없음,제51회 임시회,2001-03-14,원안가결,2001-03-14,2001.04.02,없음,,,
205,서울특별시광진구수수료징수조례중개정조례안,세무1과,2001-02-28,기획행정,2001-03-05,2001-03-13,없음,제51회 임시회,2001-03-14,원안가결,2001-03-14,2001.04.02,없음,,,
206,서울특별시광진구도시가스사업기금설치및운영조례중개정조례안,지역경제과,2001-02-28,복지건설,2001-03-05,2001-03-13,없음,제51회 임시회,2001-03-14,수정가결,2001-03-14,2001.04.02,없음,,,
207,서울특별시광진구구세감면조례중개정조례안,세무1과,2001-02-28,기획행정,2001-03-05,2001-03-13,없음,제51회 임시회,2001-03-14,원안가결,2001-03-14,2001.04.02,없음,,,
