업체명,법인기업여부,최종업종코드,최종업종명,보증취급일자,취급종류,자금용도,보증상대처,보증금액범위
신****,여,G46713,기체연료 및 관련제품 도매업,2020-10-28,대출보증,운전자금,기업은행,3억이상 5억미만
아****,여,M72111,건축설계 및 관련 서비스업,2020-11-25,대출보증,운전자금,신한은행,1억미만
이****,여,G46791,재생용 재료 수집 및 판매업,2020-12-15,대출보증,운전자금,신한은행,1억이상 3억미만
유****,여,C28119,기타 전기 변환장치 제조업,2020-09-01,대출보증,운전자금,기업은행,5억이상
우****,여,F42110,건물 및 구축물 해체 공사업,2020-02-21,대출보증,운전자금,기업은행,1억미만
호****,여,F42412,"도배, 실내장식 및 내장 목공사업",2020-07-28,대출보증,운전자금,대구은행,1억이상 3억미만
영****,여,G46209,기타 산업용 농산물 도매업,2020-05-25,대출보증,운전자금,신한은행,3억이상 5억미만
당****,여,C20121,산업용 가스 제조업,2020-04-22,대출보증,운전자금,기업은행,3억이상 5억미만
삼****,여,G46311,과실류 도매업,2020-10-15,대출보증,운전자금,기업은행,1억이상 3억미만
신****,여,G46791,재생용 재료 수집 및 판매업,2020-10-19,대출보증,운전자금,기업은행,1억이상 3억미만
명****,여,C10802,단미 사료 및 기타 사료 제조업,2020-03-18,대출보증,운전자금,기업은행,1억이상 3억미만
타****,여,G46451,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업",2020-05-08,대출보증,운전자금,기업은행,3억이상 5억미만
엠****,부,G47612,문구용품 및 회화용품 소매업,2020-02-19,대출보증,운전자금,기업은행,1억미만
피****,여,G46699,그 외 기타 건축자재 도매업,2020-08-25,대출보증,운전자금,기업은행,3억이상 5억미만
마****,여,H49232,전세버스 운송업,2020-11-30,대출보증,운전자금,기업은행,1억이상 3억미만
피****,여,G46721,1차 금속제품 도매업,2020-09-07,대출보증,운전자금,기업은행,1억이상 3억미만
피****,여,G46721,1차 금속제품 도매업,2020-09-10,대출보증,운전자금,기업은행,1억이상 3억미만
세****,여,G46721,1차 금속제품 도매업,2020-05-06,대출보증,운전자금,기업은행,1억이상 3억미만
투****,여,N75210,여행사업,2020-03-30,대출보증,운전자금,기업은행,1억미만
복****,여,G45219,기타 자동차 신품 부품 및 내장품 판매업,2020-08-19,대출보증,운전자금,신한은행,1억이상 3억미만
다****,여,G46414,유아용 의류 도매업,2020-11-18,대출보증,운전자금,기업은행,1억이상 3억미만
한****,여,H52992,"화물운송 중개, 대리 및 관련 서비스업",2020-06-04,대출보증,운전자금,기업은행,1억미만
화****,여,R90199,그 외 기타 창작 및 예술관련 서비스업,2020-04-02,대출보증,운전자금,기업은행,1억미만
칠****,여,G46311,과실류 도매업,2020-05-12,대출보증,운전자금,기업은행,1억미만
영****,여,G46452,"문구용품, 회화용품, 사무용품 도매업",2020-06-16,대출보증,운전자금,신한은행,1억이상 3억미만
효****,여,C14499,그 외 기타 의복액세서리 제조업,2020-05-12,대출보증,운전자금,기업은행,1억이상 3억미만
세****,여,G46712,액체연료 및 관련제품 도매업,2020-05-27,대출보증,운전자금,기업은행,1억미만
레****,여,M71310,광고 대행업,2020-10-14,대출보증,운전자금,신한은행,1억이상 3억미만
레****,여,M71310,광고 대행업,2020-10-14,대출보증,운전자금,신한은행,3억이상 5억미만
신****,여,C30399,그 외 자동차용 신품 부품 제조업,2020-03-31,대출보증,운전자금,기업은행,1억이상 3억미만
한****,여,C24290,기타 1차 비철금속 제조업,2020-09-25,대출보증,운전자금,기업은행,3억이상 5억미만
아****,부,C13213,화학섬유직물 직조업,2020-03-24,대출보증,운전자금,기업은행,1억이상 3억미만
금****,여,S95211,자동차 종합 수리업,2020-04-21,대출보증,운전자금,기업은행,1억미만
빌****,여,G46106,기계 및 장비 중개업,2020-02-26,대출보증,운전자금,기업은행,1억이상 3억미만
빌****,여,G46106,기계 및 장비 중개업,2020-03-02,대출보증,운전자금,기업은행,1억이상 3억미만
한****,여,R90199,그 외 기타 창작 및 예술관련 서비스업,2020-02-20,대출보증,운전자금,기업은행,1억이상 3억미만
제****,여,G46622,"철물, 금속 파스너 및 수공구 도매업",2020-10-15,대출보증,운전자금,기업은행,5억이상
아****,여,G47912,전자상거래 소매업,2020-06-08,대출보증,운전자금,기업은행,1억이상 3억미만
케****,여,G46739,기타 화학물질 및 화학제품 도매업,2020-03-31,대출보증,운전자금,기업은행,5억이상
캐****,여,G46313,육류 도매업,2020-04-13,대출보증,운전자금,신한은행,3억이상 5억미만
미****,여,G46204,화훼류 및 식물 도매업,2020-06-22,대출보증,운전자금,신한은행,1억이상 3억미만
누****,여,F42321,일반 통신 공사업,2020-06-12,대출보증,운전자금,신한은행,1억이상 3억미만
한****,여,G46739,기타 화학물질 및 화학제품 도매업,2020-03-26,대출보증,운전자금,기업은행,1억미만
파****,여,N75121,임시 및 일용 인력 공급업,2020-08-26,대출보증,운전자금,신한은행,5억이상
프****,여,G46442,의료용품 도매업,2020-03-04,대출보증,운전자금,기업은행,1억이상 3억미만
파****,여,J59130,"영화, 비디오물 및 방송프로그램 배급업",2020-08-26,대출보증,운전자금,신한은행,1억이상 3억미만
퀀****,여,M72111,건축설계 및 관련 서비스업,2020-02-21,대출보증,운전자금,기업은행,1억이상 3억미만
농****,여,C10309,기타 과실ㆍ채소 가공 및 저장 처리업,2020-05-13,대출보증,운전자금,기업은행,3억이상 5억미만
대****,부,G46319,기타 신선식품 및 단순 가공식품 도매업,2020-03-19,대출보증,운전자금,기업은행,1억미만
대****,부,G46203,사료 도매업,2020-05-20,대출보증,운전자금,기업은행,1억미만
신****,여,G46612,"골재, 벽돌 및 시멘트 도매업",2020-11-25,대출보증,운전자금,기업은행,1억이상 3억미만
태****,여,G46721,1차 금속제품 도매업,2020-03-26,대출보증,운전자금,기업은행,1억이상 3억미만
랩****,여,G47912,전자상거래 소매업,2020-06-03,대출보증,운전자금,신한은행,3억이상 5억미만
오****,부,G46329,기타 가공식품 도매업,2020-07-22,대출보증,운전자금,대구은행,1억미만
홍****,부,G46329,기타 가공식품 도매업,2020-03-18,대출보증,운전자금,기업은행,1억미만
서****,여,G46721,1차 금속제품 도매업,2020-08-12,대출보증,운전자금,기업은행,1억이상 3억미만
강****,여,G46441,의약품 도매업,2020-09-02,대출보증,운전자금,기업은행,1억이상 3억미만
섬****,여,G47711,운송장비용 주유소 운영업,2020-04-08,대출보증,운전자금,신한은행,1억이상 3억미만
펜****,여,G46739,기타 화학물질 및 화학제품 도매업,2020-06-10,대출보증,운전자금,기업은행,1억이상 3억미만
이****,부,G47711,운송장비용 주유소 운영업,2020-05-28,대출보증,운전자금,신한은행,1억이상 3억미만
기****,여,C29299,그 외 기타 특수목적용 기계 제조업,2020-05-15,대출보증,운전자금,기업은행,1억이상 3억미만
월****,부,G46329,기타 가공식품 도매업,2020-11-27,대출보증,운전자금,기업은행,1억이상 3억미만
다****,여,C10129,육류 기타 가공 및 저장처리업 (가금류 제외),2020-05-04,대출보증,운전자금,기업은행,1억이상 3억미만
호****,여,G46313,육류 도매업,2020-08-11,대출보증,운전자금,기업은행,3억이상 5억미만
제****,여,C13402,"직물, 편조원단 및 의복류 염색 가공업",2020-06-19,대출보증,운전자금,기업은행,1억이상 3억미만
남****,부,G46791,재생용 재료 수집 및 판매업,2020-04-01,대출보증,운전자금,기업은행,1억미만
에****,여,G46622,"철물, 금속 파스너 및 수공구 도매업",2020-05-08,대출보증,운전자금,신한은행,1억이상 3억미만
움****,여,C10122,육류 포장육 및 냉동육 가공업 (가금류 제외),2020-12-02,대출보증,운전자금,기업은행,5억이상
전****,여,C20501,합성섬유 제조업,2020-09-21,대출보증,운전자금,기업은행,5억이상
보****,부,G46419,기타 생활용 섬유 및 직물제품 도매업,2020-09-10,대출보증,운전자금,기업은행,1억이상 3억미만
씨****,여,N76390,기타 산업용 기계 및 장비 임대업,2020-03-13,대출보증,운전자금,기업은행,1억미만
티****,여,H52992,"화물운송 중개, 대리 및 관련 서비스업",2020-06-01,대출보증,운전자금,기업은행,1억미만
신****,부,G46329,기타 가공식품 도매업,2020-04-20,대출보증,운전자금,대구은행,1억이상 3억미만
세****,여,C24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",2020-04-07,대출보증,운전자금,기업은행,1억이상 3억미만
이****,여,G46599,그 외 기타 기계 및 장비 도매업,2020-08-21,대출보증,운전자금,기업은행,3억이상 5억미만
공****,여,E38110,"지정 외 폐기물 수집, 운반업",2020-09-29,대출보증,운전자금,신한은행,5억이상
현****,부,S95212,자동차 전문 수리업,2020-03-18,대출보증,운전자금,기업은행,1억이상 3억미만
하****,여,G47912,전자상거래 소매업,2020-11-30,대출보증,운전자금,신한은행,5억이상
금****,여,E38110,"지정 외 폐기물 수집, 운반업",2020-09-07,대출보증,운전자금,기업은행,1억이상 3억미만
앤****,여,G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",2020-05-14,대출보증,운전자금,기업은행,5억이상
오****,부,G47612,문구용품 및 회화용품 소매업,2020-10-05,대출보증,운전자금,기업은행,1억미만
재****,여,H52919,기타 육상 운송지원 서비스업,2020-04-21,대출보증,운전자금,신한은행,1억이상 3억미만
엠****,여,C26310,컴퓨터 제조업,2020-05-21,대출보증,운전자금,신한은행,3억이상 5억미만
에****,여,C22212,플라스틱 필름 제조업,2020-05-29,대출보증,운전자금,기업은행,1억이상 3억미만
명****,여,G46699,그 외 기타 건축자재 도매업,2020-06-19,대출보증,운전자금,신한은행,1억이상 3억미만
린****,여,G46621,배관 및 냉ㆍ난방장치 도매업,2020-06-12,대출보증,운전자금,기업은행,1억이상 3억미만
한****,여,G46311,과실류 도매업,2020-04-02,대출보증,운전자금,기업은행,1억이상 3억미만
지****,여,C25113,육상 금속 골조 구조재 제조업,2020-07-13,대출보증,운전자금,신한은행,1억이상 3억미만
하****,여,C24199,그 외 기타 1차 철강 제조업,2020-08-03,대출보증,운전자금,신한은행,3억이상 5억미만
송****,부,G47121,슈퍼마켓,2020-08-07,대출보증,운전자금,신한은행,1억이상 3억미만
벨****,여,C31920,모터사이클 제조업,2020-03-19,대출보증,운전자금,기업은행,1억이상 3억미만
혜****,여,C10122,육류 포장육 및 냉동육 가공업 (가금류 제외),2020-10-16,대출보증,운전자금,기업은행,1억이상 3억미만
유****,여,E38210,지정 외 폐기물 처리업,2020-11-30,대출보증,운전자금,기업은행,5억이상
크****,여,J62021,컴퓨터시스템 통합 자문 및 구축 서비스업,2020-06-25,대출보증,운전자금,기업은행,5억이상
명****,여,C25924,절삭가공 및 유사처리업,2020-09-18,대출보증,운전자금,기업은행,1억이상 3억미만
대****,여,G45212,자동차용 전용 신품 부품 판매업,2020-10-28,대출보증,운전자금,기업은행,1억미만
한****,여,G46329,기타 가공식품 도매업,2020-03-26,대출보증,운전자금,기업은행,1억이상 3억미만
해****,여,G46692,벽지 및 장판류 도매업,2020-04-22,대출보증,운전자금,기업은행,1억이상 3억미만
원****,부,G47312,통신기기 소매업,2020-09-21,대출보증,운전자금,기업은행,1억이상 3억미만
원****,부,G47312,통신기기 소매업,2020-09-25,대출보증,운전자금,기업은행,1억미만
조****,여,C26299,그 외 기타 전자부품 제조업,2020-06-04,대출보증,운전자금,기업은행,1억이상 3억미만
경****,부,C25924,절삭가공 및 유사처리업,2020-08-05,대출보증,운전자금,기업은행,1억이상 3억미만
태****,여,G47312,통신기기 소매업,2020-09-25,대출보증,운전자금,신한은행,1억미만
유****,여,C23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",2020-06-11,대출보증,운전자금,대구은행,1억이상 3억미만
동****,여,S95211,자동차 종합 수리업,2020-05-07,대출보증,운전자금,기업은행,1억미만
하****,여,G46441,의약품 도매업,2020-09-07,대출보증,운전자금,기업은행,5억이상
지****,여,F42201,배관 및 냉ㆍ난방 공사업,2020-12-18,대출보증,운전자금,기업은행,3억이상 5억미만
고****,여,G46313,육류 도매업,2020-04-16,대출보증,운전자금,기업은행,1억이상 3억미만
태****,부,S95212,자동차 전문 수리업,2020-03-20,대출보증,운전자금,기업은행,1억미만
지****,여,C14192,"근무복, 작업복 및 유사의복 제조업",2020-06-02,대출보증,운전자금,신한은행,1억이상 3억미만
지****,여,C14192,"근무복, 작업복 및 유사의복 제조업",2020-06-05,대출보증,운전자금,신한은행,1억이상 3억미만
